sent_id	sentence	parse	sent_norm	parse_norm
408c0207	Nomura's U. S. operation relies mainly on the strength of its government bond-trading and sales divisions.	(S (NP (NP (NNP Nomura) (POS 's)) (NNP U.) (NNP S.) (NN operation)) (VP (NNS relies) (ADVP (RB mainly)) (PP (IN on) (NP (NP (DT the) (NN strength)) (PP (IN of) (NP (PRP$ its) (NN government) (NN bond-trading) (CC and) (NNS sales) (NNS divisions)))))) (. .))	nomura 's u. s. operation relies mainly on the strength of its government bond-trading and sales divisions	(ROOT (S (NP (NP (NNP nomura) (POS 's)) (NNP u.) (NNP s.) (NN operation)) (VP (NNS relies) (ADVP (RB mainly)) (PP (IN on) (NP (NP (DT the) (NN strength)) (PP (IN of) (NP (PRP$ its) (NN government) (NN bond-trading) (CC and) (NNS sales) (NNS divisions))))))))
408c0208	Nomura is believed to rank among the top half of the forty primary dealers in U. S. government securities.	(S (NP (NNP Nomura)) (VP (VBZ is) (VP (VBN believed) (S (VP (TO to) (VP (VB rank) (PP (IN among) (NP (NP (DT the) (JJ top) (NN half)) (PP (IN of) (NP (NP (DT the) (JJ forty) (NN primary) (NNS dealers)) (PP (IN in) (NP (NNP U.) (NNP S.) (NN government) (NNS securities)))))))))))) (. .))	nomura is believed to rank among the top half of the forty primary dealers in u. s. government securities	(ROOT (S (NP (NNP nomura)) (VP (VBZ is) (VP (VBN believed) (S (VP (TO to) (VP (VB rank) (PP (IN among) (NP (NP (DT the) (JJ top) (NN half)) (PP (IN of) (NP (NP (DT the) (JJ forty) (NN primary) (NNS dealers)) (PP (IN in) (NP (NNP u.) (NNP s.) (NN government) (NNS securities))))))))))))))
408c0209	But its U. S. equity and corporate finance operations aren't nearly as strong.	(S (CC But) (NP (PRP$ its) (NNP U.) (NNP S.) (NN equity) (CC and) (JJ corporate) (NN finance) (NNS operations)) (VP (VBP are) (RB n't) (ADJP (RB nearly) (RB as) (JJ strong))) (. .))	but its u. s. equity and corporate finance operations are n't nearly as strong	(ROOT (S (CC but) (NP (PRP$ its) (NNP u.) (NNP s.) (NN equity) (CC and) (JJ corporate) (NN finance) (NNS operations)) (VP (VBP are) (RB n't) (ADJP (RB nearly) (RB as) (JJ strong)))))
408c020a	And insiders say that New York needs to coordinate better with its counterparts in Tokyo and London.	(S (CC And) (NP (NNS insiders)) (VP (VBP say) (SBAR (IN that) (S (NP (NNP New) (NNP York)) (VP (VBZ needs) (S (VP (TO to) (VP (VB coordinate) (ADVP (JJR better)) (PP (IN with) (NP (NP (PRP$ its) (NNS counterparts)) (PP (IN in) (NP (NNP Tokyo) (CC and) (NNP London)))))))))))) (. .))	and insiders say that new york needs to coordinate better with its counterparts in tokyo and london	(ROOT (S (CC and) (NP (NNS insiders)) (VP (VBP say) (SBAR (IN that) (S (NP (NNP new) (NNP york)) (VP (VBZ needs) (S (VP (TO to) (VP (VB coordinate) (ADVP (JJR better)) (PP (IN with) (NP (NP (PRP$ its) (NNS counterparts)) (PP (IN in) (NP (NNP tokyo) (CC and) (NNP london))))))))))))))
408c020b	ON THE OUTSKIRTS of Johnstown, Pennsylvania, bulldozers scoot up and down a steep, scooped-out mountainside, smoothing tons of dirt over mounds of garbage.	(S (PP (IN ON) (NP (NP (NNP THE) (NNP OUTSKIRTS)) (PP (IN of) (NP (NP (NNP Johnstown)) (, ,) (NP (NNP Pennsylvania)))))) (, ,) (NP (NNS bulldozers)) (VP (VBP scoot) (RB up) (CC and) (IN down) (NP (DT a) (JJ steep) (, ,) (JJ scooped-out) (NN mountainside)) (, ,) (S (VP (VBG smoothing) (NP (NP (NNS tons)) (PP (IN of) (NP (NN dirt)))) (PP (IN over) (NP (NP (NNS mounds)) (PP (IN of) (NP (NN garbage)))))))) (. .))	on the outskirts of johnstown pennsylvania bulldozers scoot up and down a steep scooped-out mountainside smoothing tons of dirt over mounds of garbage	(ROOT (S (PP (IN on) (NP (NP (NNP the) (NNP outskirts)) (PP (IN of) (NP (NP (NNP johnstown)) (NP (NNP pennsylvania)))))) (NP (NNS bulldozers)) (VP (VBP scoot) (RB up) (CC and) (IN down) (NP (DT a) (JJ steep) (JJ scooped-out) (NN mountainside)) (S (VP (VBG smoothing) (NP (NP (NNS tons)) (PP (IN of) (NP (NN dirt)))) (PP (IN over) (NP (NP (NNS mounds)) (PP (IN of) (NP (NN garbage))))))))))
408c020c	This is a landfill -- but no ordinary one.	(S (NP (DT This)) (VP (VBZ is) (NP (NP (DT a) (NN landfill)) (: --) (CC but) (NP (DT no) (JJ ordinary) (CD one)))) (. .))	this is a landfill but no ordinary one	(ROOT (S (NP (DT this)) (VP (VBZ is) (NP (NP (DT a) (NN landfill)) (CC but) (NP (DT no) (JJ ordinary) (CD one))))))
408c020d	At the site are state-of-the-art environmental controls that are treating waste water, detecting hazardous wastes and protecting against leaching of toxic substances.	(SINV (PP (IN At) (NP (DT the) (NN site))) (VP (VBP are)) (NP (NP (JJ state-of-the-art) (JJ environmental) (NNS controls)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (VP (VP (VBG treating) (NP (NN waste) (NN water))) (, ,) (VP (VBG detecting) (NP (JJ hazardous) (NNS wastes))) (CC and) (VP (VBG protecting) (PP (IN against) (NP (NP (NN leaching)) (PP (IN of) (NP (JJ toxic) (NNS substances))))))))))) (. .))	at the site are state-of-the-art environmental controls that are treating waste water detecting hazardous wastes and protecting against leaching of toxic substances	(ROOT (SINV (PP (IN at) (NP (DT the) (NN site))) (VP (VBP are)) (NP (NP (JJ state-of-the-art) (JJ environmental) (NNS controls)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (VP (VP (VBG treating) (NP (NN waste) (NN water))) (VP (VBG detecting) (NP (JJ hazardous) (NNS wastes))) (CC and) (VP (VBG protecting) (PP (IN against) (NP (NP (NN leaching)) (PP (IN of) (NP (JJ toxic) (NNS substances)))))))))))))
408c020e	The four to zero decision is a second victory for broadcasters promoting a new technology called high-definition television.	(S (NP (DT The) (ADJP (CD four) (TO to) (CD zero)) (NN decision)) (VP (VBZ is) (NP (NP (DT a) (JJ second) (NN victory)) (PP (IN for) (NP (NP (NNS broadcasters)) (VP (VBG promoting) (NP (NP (DT a) (JJ new) (NN technology)) (VP (VBN called) (S (NP (NN high-definition) (NN television)))))))))) (. .))	the four to zero decision is a second victory for broadcasters promoting a new technology called high-definition television	(ROOT (S (NP (DT the) (ADJP (CD four) (TO to) (CD zero)) (NN decision)) (VP (VBZ is) (NP (NP (DT a) (JJ second) (NN victory)) (PP (IN for) (NP (NP (NNS broadcasters)) (VP (VBG promoting) (NP (NP (DT a) (JJ new) (NN technology)) (VP (VBN called) (S (NP (NN high-definition) (NN television))))))))))))
408c020f	Those broadcasters have argued that they will need additional television frequencies to transmit high-definition pictures.	(S (NP (DT Those) (NNS broadcasters)) (VP (VBP have) (VP (VBN argued) (SBAR (IN that) (S (NP (PRP they)) (VP (MD will) (VP (VB need) (NP (JJ additional) (NN television) (NNS frequencies)) (S (VP (TO to) (VP (VB transmit) (NP (NN high-definition) (NNS pictures))))))))))) (. .))	those broadcasters have argued that they will need additional television frequencies to transmit high-definition pictures	(ROOT (S (NP (DT those) (NNS broadcasters)) (VP (VBP have) (VP (VBN argued) (SBAR (IN that) (S (NP (PRP they)) (VP (MD will) (VP (VB need) (NP (JJ additional) (NN television) (NNS frequencies)) (S (VP (TO to) (VP (VB transmit) (NP (NN high-definition) (NNS pictures)))))))))))))
408c020g	But mobile-radio companies have urged the F. C. C. to reallocate the frequencies for such uses as police or fire-department radio.	(S (CC But) (NP (JJ mobile-radio) (NNS companies)) (VP (VBP have) (VP (VBN urged) (NP (DT the) (NNP F.) (NNP C.) (NNP C.)) (S (VP (TO to) (VP (VB reallocate) (NP (DT the) (NNS frequencies)) (PP (IN for) (NP (NP (JJ such) (NNS uses)) (PP (IN as) (NP (NP (NN police)) (CC or) (NP (JJ fire-department) (NN radio))))))))))) (. .))	but mobile-radio companies have urged the f. c. c. to reallocate the frequencies for such uses as police or fire-department radio	(ROOT (S (CC but) (NP (JJ mobile-radio) (NNS companies)) (VP (VBP have) (VP (VBN urged) (NP (DT the) (NNP f.) (NNP c.) (NNP c.)) (S (VP (TO to) (VP (VB reallocate) (NP (DT the) (NNS frequencies)) (PP (IN for) (NP (NP (JJ such) (NNS uses)) (PP (IN as) (NP (NP (NN police)) (CC or) (NP (JJ fire-department) (NN radio)))))))))))))
408c020h	Wednesday, June twenty-fourth: The summer sun highlights the hundreds of small shards of glass littering the asphalt.	(S (NP (NP (NNP Wednesday)) (, ,) (NP (NNP June) (NN twenty-fourth))) (: :) (S (NP (DT The) (NN summer) (NN sun)) (VP (VBD highlights) (NP (NP (DT the) (NNS hundreds)) (PP (IN of) (NP (NP (JJ small) (NNS shards)) (PP (IN of) (NP (NN glass))))) (VP (VBG littering) (NP (DT the) (NN asphalt)))))) (. .))	wednesday june twenty-fourth the summer sun highlights the hundreds of small shards of glass littering the asphalt	(ROOT (S (NP (NP (NNP wednesday)) (NP (NNP june) (NN twenty-fourth))) (S (NP (DT the) (NN summer) (NN sun)) (VP (VBD highlights) (NP (NP (DT the) (NNS hundreds)) (PP (IN of) (NP (NP (JJ small) (NNS shards)) (PP (IN of) (NP (NN glass))))) (VP (VBG littering) (NP (DT the) (NN asphalt))))))))
408c020i	The debris is a reminder of the time two years ago when Lafeyette threw a chunk of glass that accidentally put out a friend's eye.	(S (NP (DT The) (NN debris)) (VP (VBZ is) (NP (NP (DT a) (NN reminder)) (PP (IN of) (NP (NP (DT the) (NN time)) (ADVP (NP (CD two) (NNS years)) (RB ago)) (SBAR (WHADVP (WRB when)) (S (NP (NNP Lafeyette)) (VP (VBD threw) (NP (NP (DT a) (NN chunk)) (PP (IN of) (NP (NN glass))) (SBAR (WHNP (WDT that)) (S (ADVP (RB accidentally)) (VP (VBD put) (PRT (RP out)) (NP (NP (DT a) (NN friend) (POS 's)) (NN eye))))))))))))) (. .))	the debris is a reminder of the time two years ago when lafeyette threw a chunk of glass that accidentally put out a friend 's eye	(ROOT (S (NP (DT the) (NN debris)) (VP (VBZ is) (NP (NP (DT a) (NN reminder)) (PP (IN of) (NP (NP (DT the) (NN time)) (ADVP (NP (CD two) (NNS years)) (RB ago)) (SBAR (WHADVP (WRB when)) (S (NP (NNP lafeyette)) (VP (VBD threw) (NP (NP (DT a) (NN chunk)) (PP (IN of) (NP (NN glass))) (SBAR (WHNP (WDT that)) (S (ADVP (RB accidentally)) (VP (VBD put) (PRT (RP out)) (NP (NP (DT a) (NN friend) (POS 's)) (NN eye)))))))))))))))
408c020j	"I got real mad at myself," he mumbles.	(S (`` ``) (S (NP (PRP I)) (VP (VBD got) (ADJP (JJ real) (NN mad) (PP (IN at) (NP (PRP myself)))))) (, ,) ('' '') (NP (PRP he)) (VP (VBZ mumbles)) (. .))	i got real mad at myself he mumbles	(ROOT (S (S (NP (PRP i)) (VP (VBD got) (ADJP (JJ real) (NN mad) (PP (IN at) (NP (PRP myself)))))) (NP (PRP he)) (VP (VBZ mumbles))))
408c020k	"I thought of pulling my eye out."	(S (`` ``) (NP (PRP I)) (VP (VBD thought) (PP (IN of) (S (VP (VBG pulling) (NP (PRP$ my) (NN eye)) (PRT (RP out)))))) (. .) ('' ''))	i thought of pulling my eye out	(ROOT (S (NP (PRP i)) (VP (VBD thought) (PP (IN of) (S (VP (VBG pulling) (NP (PRP$ my) (NN eye)) (PRT (RP out))))))))
408c020l	Separately, Wall Street speculation grew that media investor Rupert Murdoch was considering acquiring a stake in London-based W. P. P.	(S (ADVP (RB Separately)) (, ,) (NP (NNP Wall) (NNP Street) (NN speculation)) (VP (VBD grew) (SBAR (IN that) (S (NP (NNS media) (NN investor) (NNP Rupert) (NNP Murdoch)) (VP (VBD was) (VP (VBG considering) (S (VP (VBG acquiring) (NP (NP (DT a) (NN stake)) (PP (IN in) (NP (JJ London-based) (NNP W.) (NNP P.) (NNP P))))))))))) (. .))	separately wall street speculation grew that media investor rupert murdoch was considering acquiring a stake in london-based w. p. p	(ROOT (S (ADVP (RB separately)) (NP (NNP wall) (NNP street) (NN speculation)) (VP (VBD grew) (SBAR (IN that) (S (NP (NNS media) (NN investor) (NNP rupert) (NNP murdoch)) (VP (VBD was) (VP (VBG considering) (S (VP (VBG acquiring) (NP (NP (DT a) (NN stake)) (PP (IN in) (NP (JJ london-based) (NNP w.) (NNP p.) (NNP p)))))))))))))
408c020m	A Murdoch aide said that Mr. Murdoch has been "looking for a long time" at the company.	(S (NP (DT A) (NNP Murdoch) (NN aide)) (VP (VBD said) (SBAR (IN that) (S (NP (NNP Mr.) (NNP Murdoch)) (VP (VBZ has) (VP (VBN been) (`` ``) (VP (VBG looking) (PP (PP (IN for) (NP (DT a) (JJ long) (NN time))) ('' '') (PP (IN at) (NP (DT the) (NN company)))))))))) (. .))	a murdoch aide said that mr. murdoch has been looking for a long time at the company	(ROOT (S (NP (DT a) (NNP murdoch) (NN aide)) (VP (VBD said) (SBAR (IN that) (S (NP (NNP mr.) (NNP murdoch)) (VP (VBZ has) (VP (VBN been) (VP (VBG looking) (PP (PP (IN for) (NP (DT a) (JJ long) (NN time))) (PP (IN at) (NP (DT the) (NN company))))))))))))
408c020n	But a W. P. P. spokesman said that "there has been no contact and there has been no acquisition of W. P. P. shares by Murdoch."	(S (CC But) (NP (DT a) (NNP W.) (NNP P.) (NNP P.) (NN spokesman)) (VP (VBD said) (SBAR (IN that) (`` ``) (S (S (NP (EX there)) (VP (VBZ has) (VP (VBN been) (NP (DT no) (NN contact))))) (CC and) (S (NP (EX there)) (VP (VBZ has) (VP (VBN been) (NP (NP (DT no) (NN acquisition)) (PP (IN of) (NP (NNP W.) (NNP P.) (NNP P.) (NNS shares))) (PP (IN by) (NP (NNP Murdoch)))))))))) (. .) ('' ''))	but a w. p. p. spokesman said that there has been no contact and there has been no acquisition of w. p. p. shares by murdoch	(ROOT (S (CC but) (NP (DT a) (NNP w.) (NNP p.) (NNP p.) (NN spokesman)) (VP (VBD said) (SBAR (IN that) (S (S (NP (EX there)) (VP (VBZ has) (VP (VBN been) (NP (DT no) (NN contact))))) (CC and) (S (NP (EX there)) (VP (VBZ has) (VP (VBN been) (NP (NP (DT no) (NN acquisition)) (PP (IN of) (NP (NNP w.) (NNP p.) (NNP p.) (NNS shares))) (PP (IN by) (NP (NNP murdoch))))))))))))
